cnt_classes,clstr_id,product_id,product_barcode,product_name
193,132,132,21388,"Saldainiai ZOLUŠKA, 1kg"
193,133,133,21394,"Saldainiai TOFFE CREAM, 1 kg"
193,134,134,21398,Karamels skonio sald. ALIONKA 7
193,135,135,21415,Saldainiai GLEIS okolado skonio
193,136,136,21424,Saldainiai GLEIS griet. skonio
193,137,137,21425,Saldainiai VERSAL
193,138,138,21443,Citrinų skonio vaflis
193,139,139,21455,Saldainiai GULBĖS SAPNAS
193,140,140,21459,Sald. BELOVEŽO GIRIA su spang. tyre
193,141,141,21475,"Saldainiai KOVBOJ DŽONI,1kg"
193,142,142,21482,Saldainiai MAMA PRIECHALA
193,143,143,21484,21484
193,144,144,21513,Saldainiai MEGA DRIVE
193,145,145,21528,"Saulėgrąžų chalva su žem.rieš.,1kg"
193,146,146,21529,Saulėgr.chalva MILK SOFTNESS
193,147,147,21690,992169000000
193,148,148,21720,Karamel FUNNY BOOM
193,149,149,21730,Karamel ANGRY SOUR
193,150,150,21740,Saldainiai BONASIE su lazd.rie.
193,151,151,21752,Saldainiai BONASIE su apelsinais
193,152,152,21754,Saldainiai BONFETTI NUGA
193,153,153,21761,Glaistyta vanilinė saulėgražų chalva
193,154,154,21762,Saldainiai TRAŠKUSIS VKUSIA
193,155,155,21764,Vir. pieno skonio saldainiai VERŽĖ
193,156,156,21767,Saldainiai MANGO
193,157,157,21772,Sald. BELOVEO GIRIA su obuol. tyre
193,158,158,21773,Sald. NOMEDA Winter time
193,159,159,21788,Saldainiai NESTLE LION® MINI
193,160,160,21801,Saldainiai KURAGA
193,161,161,21808,Saldainiai NOMEDA su imb. ir melionu kg
193,162,162,21824,Anyžių skonio karamelė ROSHEN ANIS
193,163,163,21825,Saldainiai 'Jelly'
193,194,164,21826,Saldainiai 'Crazy Bee Frutty'
193,165,165,21829,Karamelė su pieno įdaru „SWEET DROP“
193,166,166,21832,Vafliniai saldainiai LAZY COW
193,167,167,21857,Saldainiai MIŠKA KOSOLAPYJ
193,168,168,21858,Saldainiai IVINKA arbz skonio
193,169,169,21867,992186700000
193,170,170,21869,Saldainiai ZOLOTAJA LILIJA
193,171,171,21893,Vanilinė saulėgražų chalva
193,172,172,21917,21917
193,173,173,21920,"Saldainių su įdaru asorti,1kg"
193,174,174,21922,Saldainiai BOUNTY
193,175,175,21947,Saldainiai KALD SENELIAI
193,176,176,21948,21948
193,177,177,21957,Saldainiai ERNOSLIV
193,178,178,21960,Karamelė BARBARIS
193,179,179,21962,Karamelė MIATNAJA
193,180,180,21965,Saldainiai KORIVKA ROSHEN
193,181,181,21972,"Irisas KIS KIS, 1kg"
193,182,182,21973,Saldainiai LA BOHEME PARFE
193,183,183,21974,Karamelė su įdaru BIM BOM
193,184,184,21987,Saldainiai LOKYS
193,185,185,21992,Šok. saldainiai SNICKERS Mini
193,186,186,21993,Šok. saldainiai TWIX Mini
193,187,187,21998,Karamel ZOLOTOY RACHOK
193,188,188,21999,Saldainiai LINKSMŲ ŠVENČIŲ
193,189,189,22015,Meduoliai su vyšnių skonio įdaru
193,190,190,22056,KIJEVO traškučiai
193,191,191,22628,Pyragėliai SKARELĖS su obuolių įdaru
193,192,192,22629,Bandelės su lašinukų įdaru
193,193,193,23683,Sausainiai Pukite
192,0,0,18002,"Ilgavaisiai agurkai, 1kg"
192,1,1,18003,Trumpavaisiai agurkai 1216cm 1kg
192,2,2,18009,"Trumpavaisiai agurkai 9-12cm ,1kg"
192,3,3,18040,"Apelsinai 4/5dyd. Valencija, 1kg"
192,4,4,18044,Sveriami fas. apelsinai NAVELINA 1kg dy
192,5,5,18062,"Arbūzai, 1kg"
192,6,6,18080,"Baklažanai, 1kg"
192,7,7,18100,"Bananai, 1kg"
192,8,8,18164,"Šviežios bulvės, fas. (import.), 1kg"
192,9,9,18166,"Lietuv. did. bulvės (fas.po 10kg), 1kg"
192,10,10,18169,"Lietuviškos šviežios bulvės fasuot.,1kg"
192,11,11,18174,Lietuviškos bulvės did. (fas.) 1kg
192,12,12,18175,"Saldžiosios bulvės,1 kg"
192,13,13,18193,Raudonieji burokėliai (fas.) 1kg.
192,14,14,18210,"Citrinos 1-4dyd. Verna, 1kg"
192,15,15,18213,"Žaliosios citrinos, 1kg"
192,16,16,18230,"Žaliosios cukinijos, 1kg"
192,17,17,18252,"Česnakai, 1kg"
192,18,18,18272,"Granatai, 1kg"
192,19,19,18292,"Raudonieji greipfrutai , 1kg"
192,20,20,18293,Raudonieji greipfrutai POMELO dyd. 120
192,21,21,18294,Greipfrutai POMELO dyd. 120170mm 1kg
192,22,22,18320,"Imbiero šaknys, 1kg"
192,23,23,18360,"Kaliaropės, 1kg"
192,24,24,18362,"Pankoliai, 1kg"
192,25,25,18380,"Kiviai dyd. 60-65 , 1kg"
192,26,26,18403,"Pekininis kopūstas, 1kg"
192,27,27,18408,"Baltagūžiai kopūstai, 1kg"
192,28,28,18440,"Kriaušės CONFERENCE dyd. 45/55, 1kg"
192,29,29,18442,"Kriaušės CONFERENCE 65+, 1kg"
192,30,30,18457,Kriaus RED COMICE 75 1kg
192,31,31,18465,"Lenkiškos kriaušės CLAPSA 60+, 1kg"
192,32,32,18500,"Mandarinai 4/5dyd., 1kg"
192,33,33,18506,"Did. mandarinai 1/2dyd. ORTANIQUE, kg"
192,34,34,18540,"Geltoni melionai, 1kg"
192,35,35,18545,"Moliūgai, 1kg"
192,36,36,18560,"Pastarnokai,1kg"
192,37,37,18562,"Plautos morkos, 1kg"
192,38,38,18563,"Plautos morkos fas., 1kg"
192,39,39,18570,"Nektarinai, 1kg"
192,40,40,18573,"Fas. liet. obuoliai, 1kg"
192,41,41,18577,"Obuoliai IDARED, kg (dyd. 80-90),1kg"
192,42,42,18589,"Obuoliai JONAGOLD 90/100, 1kg"
192,43,43,18600,Obuoliai GALA dyd. 70 1kg
192,44,44,18602,Obuoliai CRIPPS PINK dyd. 65 1kg
192,45,45,18603,"Fas. obuoliai CHAMPION 65+, 1kg"
192,46,46,18609,"Lietuviški obuoliai, 1kg"
192,47,47,18617,"Obuoliai GOLDEN 70+, 1kg"
192,48,48,18633,"PERSIMONAI, 1kg"
192,49,49,18635,"Persikai , 1kg"
192,50,50,18670,"Geltonoji paprika dyd. G/GG, 1kg"
192,51,51,18674,"Raudonosios paprikos (90-110mm), 1 kg"
192,52,52,18675,"Žaliosios paprikos dyd. G/GG, 1kg"
192,53,53,18677,"Aštrioji paprika, 1kg"
192,54,54,18680,Juodieji pomidorai ADORA dyd. 4757 mm
192,55,55,18681,"Baltoji paprika, 1kg"
192,56,56,18682,"Avietiniai pomidorai, 1kg"
192,57,57,18692,"Pomidorai, 1kg"
192,58,58,18696,"Pomidorai (užaug. po danga) dyd. BB,1kg"
192,59,59,18698,"Slyviniai pomidorai, 1kg"
192,60,60,18699,"Smulkiavaisiai pomidorai Angelle, 1kg"
192,61,61,18710,"Porai, 1kg"
192,195,62,18715,paragins pupels1kg
192,63,63,18730,"Baltieji ridikai, 1kg"
192,64,64,18770,"Raudonieji ridikėliai, 1kg"
192,65,65,18780,"Salierų gumbai, 1kg"
192,66,66,18790,Salierų stiebai 1kg
192,67,67,18822,"Fasuoti svogūnai, 1kg"
192,68,68,18823,"Raudonieji svogūnai, 1kg"
192,69,69,18825,"Balti svogūnai, 1kg"
192,70,70,18840,"Raudonosios vynuogės, 1kg"
192,195,71,18843,"Žaliosios vynuogės, 1kg"
192,72,72,19002,"Džiovinti abrikosai, 1kg"
192,73,73,19020,"Anakardžių riešutai, 1kg"
192,74,74,19041,"Bananų traškučiai, 1kg"
192,75,75,19061,"Džiovintos datulės be kaulo, 1kg"
192,76,76,19081,Graikiniai rieutai su kevalu 1kg
192,77,77,19082,"Graikinių riešutų branduoliai, 1kg"
192,78,78,19083,"Džiovintų spanguolių puselės, 1kg"
192,79,79,19110,"Lazdynų riešutų branduoliai, 1kg"
192,80,80,19120,"Migdolų riešutai, 1kg"
192,81,81,19151,"Pistacijos kepintos ir sūdytos, 1kg"
192,82,82,19161,"Razinos GOLDEN, 1kg"
192,83,83,19164,"Razinos, 1kg"
192,84,84,19166,"Razinos GOLDEN JUMBO, 1kg"
192,85,85,19180,"Saulėgrąžų branduoliai, 1kg"
192,86,86,19200,"Riešutų ir razinų mišinys GAR2, 1kg"
192,87,87,19202,Riešutų mišinys GAR2
192,88,88,19219,"Žemės riešutai su svogūnais JĖGA,"
192,89,89,19220,"Žemės riešutų branduoliai, 1kg"
192,90,90,19221,"Žemės riešutai be odelės, 1kg"
192,91,91,19223,"Žemės riešutai su kevalu, 1kg"
192,92,92,19226,"Kepinti ir sūdyti žemės riešutai, 1kg"
192,93,93,19232,"Skrudinti žemės rieš.su medumi  JĖGA,1kg"
192,94,94,19300,"Pekano riešutai, 1 kg"
192,95,95,19370,"Žemės riešutai apvalkale ROIS BEER,1kg"
192,96,96,21005,Saldainiai LAIMOVOJE TRULIALIA
192,97,97,21009,Saldainiai ZOLOTOJ STEP
192,98,98,21013,21013
192,99,99,21016,21016
192,100,100,21017,Saldainiai MASKA
192,101,101,21021,Saldainiai KROWKA KRUCHUTKA
192,102,102,21024,Karamelė VKUSIA MIX
192,103,103,21026,Saldainiai CHOCO LUCK su aguonomis
192,104,104,21033,Saldainiai MURKINY ZABAVY
192,105,105,21034,Saldainiai ATTACHE
192,106,106,21040,"Saldainiai KOROVKA Sufle,1kg"
192,107,107,21042,Saldainiai MARMELADUKAI
192,108,108,21058,Saldainiai NOMEDA
192,109,109,21059,Saldainiai PERGALĖ Cherry
192,110,110,21066,Sald.SWEET TRAVEL su karam.ir ž.rieš.
192,111,111,21087,Saldainiai MILK BELL MIX
192,112,112,21088,Saulėgrąžų branduolių kozinakas
192,113,113,21090,"Saldainiai su likeriu SOSTINĖS, 1kg"
192,114,114,21092,Saldainiai PUPA
192,115,115,21093,Saldainiai RAUDONOJI AGUONA
192,116,116,21097,"Saldainiai VILNIUS, 1kg"
192,117,117,21098,Saldainiai KREGŽDUTĖ
192,118,118,21104,Saldainiai STEP MIX
192,119,119,21109,ANANASINIAI saldainiai
192,120,120,21112,Saldainiai STEP GRILIAAS
192,194,121,21126,Irisai su žel. įd. MINKY-BINKY
192,122,122,21133,Saldainiai SOUFFLE SALDI SALA
192,123,123,21134,"Saldainiai KRASNAJA ŠAPOČKA,1kg"
192,124,124,21183,Raugeriškio skonio želiniai saldainiai
192,125,125,21198,Saldainiai FRUTLANDIJA
192,126,126,21231,Saldainiai POUFFLE
192,127,127,21237,Saldainiai ZOLOTOJ KLIUČIK
192,128,128,21310,Saldainiai LOIS
192,129,129,21317,Saldainiai JOY NUT
192,130,130,21369,Saldainiai GOLDEN LILY
192,131,131,21377,Saldainiai IO RIO
192,132,132,21388,"Saldainiai ZOLUŠKA, 1kg"
192,133,133,21394,"Saldainiai TOFFE CREAM, 1 kg"
192,134,134,21398,Karamels skonio sald. ALIONKA 7
192,135,135,21415,Saldainiai GLEIS okolado skonio
192,136,136,21424,Saldainiai GLEIS griet. skonio
192,137,137,21425,Saldainiai VERSAL
192,138,138,21443,Citrinų skonio vaflis
192,139,139,21455,Saldainiai GULBĖS SAPNAS
192,140,140,21459,Sald. BELOVEŽO GIRIA su spang. tyre
192,141,141,21475,"Saldainiai KOVBOJ DŽONI,1kg"
192,142,142,21482,Saldainiai MAMA PRIECHALA
192,143,143,21484,21484
192,144,144,21513,Saldainiai MEGA DRIVE
192,145,145,21528,"Saulėgrąžų chalva su žem.rieš.,1kg"
192,146,146,21529,Saulėgr.chalva MILK SOFTNESS
192,147,147,21690,992169000000
192,148,148,21720,Karamel FUNNY BOOM
192,149,149,21730,Karamel ANGRY SOUR
192,150,150,21740,Saldainiai BONASIE su lazd.rie.
192,151,151,21752,Saldainiai BONASIE su apelsinais
192,152,152,21754,Saldainiai BONFETTI NUGA
192,153,153,21761,Glaistyta vanilinė saulėgražų chalva
192,154,154,21762,Saldainiai TRAŠKUSIS VKUSIA
192,155,155,21764,Vir. pieno skonio saldainiai VERŽĖ
192,156,156,21767,Saldainiai MANGO
192,157,157,21772,Sald. BELOVEO GIRIA su obuol. tyre
192,158,158,21773,Sald. NOMEDA Winter time
192,159,159,21788,Saldainiai NESTLE LION® MINI
192,160,160,21801,Saldainiai KURAGA
192,161,161,21808,Saldainiai NOMEDA su imb. ir melionu kg
192,162,162,21824,Anyžių skonio karamelė ROSHEN ANIS
192,163,163,21825,Saldainiai 'Jelly'
192,194,164,21826,Saldainiai 'Crazy Bee Frutty'
192,165,165,21829,Karamelė su pieno įdaru „SWEET DROP“
192,166,166,21832,Vafliniai saldainiai LAZY COW
192,167,167,21857,Saldainiai MIŠKA KOSOLAPYJ
192,168,168,21858,Saldainiai IVINKA arbz skonio
192,169,169,21867,992186700000
192,170,170,21869,Saldainiai ZOLOTAJA LILIJA
192,171,171,21893,Vanilinė saulėgražų chalva
192,172,172,21917,21917
192,173,173,21920,"Saldainių su įdaru asorti,1kg"
192,174,174,21922,Saldainiai BOUNTY
192,175,175,21947,Saldainiai KALD SENELIAI
192,176,176,21948,21948
192,177,177,21957,Saldainiai ERNOSLIV
192,178,178,21960,Karamelė BARBARIS
192,179,179,21962,Karamelė MIATNAJA
192,180,180,21965,Saldainiai KORIVKA ROSHEN
192,181,181,21972,"Irisas KIS KIS, 1kg"
192,182,182,21973,Saldainiai LA BOHEME PARFE
192,183,183,21974,Karamelė su įdaru BIM BOM
192,184,184,21987,Saldainiai LOKYS
192,185,185,21992,Šok. saldainiai SNICKERS Mini
192,186,186,21993,Šok. saldainiai TWIX Mini
192,187,187,21998,Karamel ZOLOTOY RACHOK
192,188,188,21999,Saldainiai LINKSMŲ ŠVENČIŲ
192,189,189,22015,Meduoliai su vyšnių skonio įdaru
192,190,190,22056,KIJEVO traškučiai
192,191,191,22628,Pyragėliai SKARELĖS su obuolių įdaru
192,192,192,22629,Bandelės su lašinukų įdaru
192,193,193,23683,Sausainiai Pukite
191,0,0,18002,"Ilgavaisiai agurkai, 1kg"
191,1,1,18003,Trumpavaisiai agurkai 1216cm 1kg
191,2,2,18009,"Trumpavaisiai agurkai 9-12cm ,1kg"
191,3,3,18040,"Apelsinai 4/5dyd. Valencija, 1kg"
191,4,4,18044,Sveriami fas. apelsinai NAVELINA 1kg dy
191,5,5,18062,"Arbūzai, 1kg"
191,6,6,18080,"Baklažanai, 1kg"
191,7,7,18100,"Bananai, 1kg"
191,8,8,18164,"Šviežios bulvės, fas. (import.), 1kg"
191,9,9,18166,"Lietuv. did. bulvės (fas.po 10kg), 1kg"
191,10,10,18169,"Lietuviškos šviežios bulvės fasuot.,1kg"
191,11,11,18174,Lietuviškos bulvės did. (fas.) 1kg
191,12,12,18175,"Saldžiosios bulvės,1 kg"
191,13,13,18193,Raudonieji burokėliai (fas.) 1kg.
191,14,14,18210,"Citrinos 1-4dyd. Verna, 1kg"
191,15,15,18213,"Žaliosios citrinos, 1kg"
191,16,16,18230,"Žaliosios cukinijos, 1kg"
191,17,17,18252,"Česnakai, 1kg"
191,18,18,18272,"Granatai, 1kg"
191,19,19,18292,"Raudonieji greipfrutai , 1kg"
191,20,20,18293,Raudonieji greipfrutai POMELO dyd. 120
191,21,21,18294,Greipfrutai POMELO dyd. 120170mm 1kg
191,22,22,18320,"Imbiero šaknys, 1kg"
191,23,23,18360,"Kaliaropės, 1kg"
191,24,24,18362,"Pankoliai, 1kg"
191,25,25,18380,"Kiviai dyd. 60-65 , 1kg"
191,26,26,18403,"Pekininis kopūstas, 1kg"
191,27,27,18408,"Baltagūžiai kopūstai, 1kg"
191,28,28,18440,"Kriaušės CONFERENCE dyd. 45/55, 1kg"
191,29,29,18442,"Kriaušės CONFERENCE 65+, 1kg"
191,30,30,18457,Kriaus RED COMICE 75 1kg
191,31,31,18465,"Lenkiškos kriaušės CLAPSA 60+, 1kg"
191,32,32,18500,"Mandarinai 4/5dyd., 1kg"
191,33,33,18506,"Did. mandarinai 1/2dyd. ORTANIQUE, kg"
191,34,34,18540,"Geltoni melionai, 1kg"
191,35,35,18545,"Moliūgai, 1kg"
191,36,36,18560,"Pastarnokai,1kg"
191,37,37,18562,"Plautos morkos, 1kg"
191,38,38,18563,"Plautos morkos fas., 1kg"
191,39,39,18570,"Nektarinai, 1kg"
191,40,40,18573,"Fas. liet. obuoliai, 1kg"
191,41,41,18577,"Obuoliai IDARED, kg (dyd. 80-90),1kg"
191,42,42,18589,"Obuoliai JONAGOLD 90/100, 1kg"
191,43,43,18600,Obuoliai GALA dyd. 70 1kg
191,44,44,18602,Obuoliai CRIPPS PINK dyd. 65 1kg
191,45,45,18603,"Fas. obuoliai CHAMPION 65+, 1kg"
191,46,46,18609,"Lietuviški obuoliai, 1kg"
191,47,47,18617,"Obuoliai GOLDEN 70+, 1kg"
191,48,48,18633,"PERSIMONAI, 1kg"
191,49,49,18635,"Persikai , 1kg"
191,50,50,18670,"Geltonoji paprika dyd. G/GG, 1kg"
191,51,51,18674,"Raudonosios paprikos (90-110mm), 1 kg"
191,52,52,18675,"Žaliosios paprikos dyd. G/GG, 1kg"
191,53,53,18677,"Aštrioji paprika, 1kg"
191,54,54,18680,Juodieji pomidorai ADORA dyd. 4757 mm
191,55,55,18681,"Baltoji paprika, 1kg"
191,56,56,18682,"Avietiniai pomidorai, 1kg"
191,57,57,18692,"Pomidorai, 1kg"
191,58,58,18696,"Pomidorai (užaug. po danga) dyd. BB,1kg"
191,59,59,18698,"Slyviniai pomidorai, 1kg"
191,60,60,18699,"Smulkiavaisiai pomidorai Angelle, 1kg"
191,61,61,18710,"Porai, 1kg"
191,195,62,18715,paragins pupels1kg
191,63,63,18730,"Baltieji ridikai, 1kg"
191,64,64,18770,"Raudonieji ridikėliai, 1kg"
191,65,65,18780,"Salierų gumbai, 1kg"
191,66,66,18790,Salierų stiebai 1kg
191,67,67,18822,"Fasuoti svogūnai, 1kg"
191,68,68,18823,"Raudonieji svogūnai, 1kg"
191,69,69,18825,"Balti svogūnai, 1kg"
191,70,70,18840,"Raudonosios vynuogės, 1kg"
191,195,71,18843,"Žaliosios vynuogės, 1kg"
191,72,72,19002,"Džiovinti abrikosai, 1kg"
191,73,73,19020,"Anakardžių riešutai, 1kg"
191,74,74,19041,"Bananų traškučiai, 1kg"
191,75,75,19061,"Džiovintos datulės be kaulo, 1kg"
191,76,76,19081,Graikiniai rieutai su kevalu 1kg
191,77,77,19082,"Graikinių riešutų branduoliai, 1kg"
191,78,78,19083,"Džiovintų spanguolių puselės, 1kg"
191,79,79,19110,"Lazdynų riešutų branduoliai, 1kg"
191,80,80,19120,"Migdolų riešutai, 1kg"
191,81,81,19151,"Pistacijos kepintos ir sūdytos, 1kg"
191,82,82,19161,"Razinos GOLDEN, 1kg"
191,83,83,19164,"Razinos, 1kg"
191,84,84,19166,"Razinos GOLDEN JUMBO, 1kg"
191,85,85,19180,"Saulėgrąžų branduoliai, 1kg"
191,86,86,19200,"Riešutų ir razinų mišinys GAR2, 1kg"
191,87,87,19202,Riešutų mišinys GAR2
191,88,88,19219,"Žemės riešutai su svogūnais JĖGA,"
191,89,89,19220,"Žemės riešutų branduoliai, 1kg"
191,90,90,19221,"Žemės riešutai be odelės, 1kg"
191,91,91,19223,"Žemės riešutai su kevalu, 1kg"
191,92,92,19226,"Kepinti ir sūdyti žemės riešutai, 1kg"
191,93,93,19232,"Skrudinti žemės rieš.su medumi  JĖGA,1kg"
191,94,94,19300,"Pekano riešutai, 1 kg"
191,95,95,19370,"Žemės riešutai apvalkale ROIS BEER,1kg"
191,96,96,21005,Saldainiai LAIMOVOJE TRULIALIA
191,97,97,21009,Saldainiai ZOLOTOJ STEP
191,98,98,21013,21013
191,99,99,21016,21016
191,100,100,21017,Saldainiai MASKA
191,101,101,21021,Saldainiai KROWKA KRUCHUTKA
191,102,102,21024,Karamelė VKUSIA MIX
191,103,103,21026,Saldainiai CHOCO LUCK su aguonomis
191,104,104,21033,Saldainiai MURKINY ZABAVY
191,105,105,21034,Saldainiai ATTACHE
191,106,106,21040,"Saldainiai KOROVKA Sufle,1kg"
191,107,107,21042,Saldainiai MARMELADUKAI
191,108,108,21058,Saldainiai NOMEDA
191,109,109,21059,Saldainiai PERGALĖ Cherry
